neighbourhood,crime_type,year,population,crime_count,crime_rate
L'Amoreaux,Robbery,2016,45273,38,83.93523
L'Amoreaux,Robbery,2017,46047,39,84.69606999999999
L'Amoreaux,Robbery,2018,46911,39,83.13615
L'Amoreaux,Robbery,2019,47713,60,125.7519
L'Amoreaux,Robbery,2020,48519,28,57.70935
L'Amoreaux,Shootings,2014,45699,2,4.376462999999999
L'Amoreaux,Shootings,2015,45414,2,4.403928
L'Amoreaux,Shootings,2016,45273,7,15.46175
L'Amoreaux,Shootings,2017,46047,11,23.88864
L'Amoreaux,Shootings,2018,46911,7,14.921870000000002
L'Amoreaux,Shootings,2019,47713,9,18.862779999999997
L'Amoreaux,Shootings,2020,48519,9,18.549429999999997
L'Amoreaux,Theft Over,2014,45699,4,8.752927
L'Amoreaux,Theft Over,2015,45414,9,19.81768
L'Amoreaux,Theft Over,2016,45273,4,8.835288
L'Amoreaux,Theft Over,2017,46047,6,13.03016
L'Amoreaux,Theft Over,2018,46911,9,19.185270000000003
L'Amoreaux,Theft Over,2019,47713,2,4.191730000000001
L'Amoreaux,Theft Over,2020,48519,6,12.36629
Lambton Baby Point,Assault,2014,8198,28,341.5467
Lambton Baby Point,Assault,2015,8194,41,500.3661
Lambton Baby Point,Assault,2016,8216,20,243.4275
Lambton Baby Point,Assault,2017,8273,22,265.9253
Lambton Baby Point,Assault,2018,8326,25,300.2642
Lambton Baby Point,Assault,2019,8383,26,310.1515
Lambton Baby Point,Assault,2020,8433,31,367.6035
Lambton Baby Point,Auto Theft,2014,8198,8,97.58478
Lambton Baby Point,Auto Theft,2015,8194,8,97.63242
Lambton Baby Point,Auto Theft,2016,8216,1,12.17137
Lambton Baby Point,Auto Theft,2017,8273,9,108.7876
Lambton Baby Point,Auto Theft,2018,8326,16,192.1691
Lambton Baby Point,Auto Theft,2019,8383,10,119.289
Lambton Baby Point,Auto Theft,2020,8433,11,130.4399
Lambton Baby Point,Burglary,2014,8198,17,207.3676
Lambton Baby Point,Burglary,2015,8194,13,158.6527
Lambton Baby Point,Burglary,2016,8216,9,109.5424
Lambton Baby Point,Burglary,2017,8273,10,120.8751
Lambton Baby Point,Burglary,2018,8326,10,120.1057
Lambton Baby Point,Burglary,2019,8383,15,178.9336
Lambton Baby Point,Burglary,2020,8433,13,154.1563
Lambton Baby Point,Homicide,2014,8198,0,0.0
Lambton Baby Point,Homicide,2015,8194,0,0.0
Lambton Baby Point,Homicide,2016,8216,0,0.0
Lambton Baby Point,Homicide,2017,8273,0,0.0
Lambton Baby Point,Homicide,2018,8326,0,0.0
Lambton Baby Point,Homicide,2019,8383,0,0.0
Lambton Baby Point,Homicide,2020,8433,0,0.0
Lambton Baby Point,Robbery,2014,8198,1,12.1981
Lambton Baby Point,Robbery,2016,8216,5,60.85686
Lambton Baby Point,Robbery,2017,8273,2,24.17503
Lambton Baby Point,Robbery,2018,8326,1,12.01057
Lambton Baby Point,Robbery,2019,8383,4,47.71561
Lambton Baby Point,Robbery,2020,8433,1,11.85818
Lambton Baby Point,Shootings,2014,8198,1,12.1981
Lambton Baby Point,Shootings,2015,8194,3,36.61216
Lambton Baby Point,Shootings,2016,8216,0,0.0
Lambton Baby Point,Shootings,2017,8273,1,12.08751
Lambton Baby Point,Shootings,2018,8326,0,0.0
Lambton Baby Point,Shootings,2019,8383,3,35.78671
Lambton Baby Point,Shootings,2020,8433,0,0.0
Lambton Baby Point,Theft Over,2014,8198,0,0.0
Lambton Baby Point,Theft Over,2015,8194,2,24.4081
Lambton Baby Point,Theft Over,2016,8216,2,24.34275
Lambton Baby Point,Theft Over,2017,8273,0,0.0
Lambton Baby Point,Theft Over,2018,8326,2,24.02114
Lambton Baby Point,Theft Over,2019,8383,1,11.9289
Lambton Baby Point,Theft Over,2020,8433,2,23.71635
Lansing-Westgate,Assault,2014,16086,42,261.0966
Lansing-Westgate,Assault,2015,16376,81,494.6263
Lansing-Westgate,Assault,2016,16722,67,400.6698
Lansing-Westgate,Assault,2017,17054,84,492.5531
Lansing-Westgate,Assault,2018,17429,68,390.1543
Lansing-Westgate,Assault,2019,17785,70,393.5901
Lansing-Westgate,Assault,2020,18146,97,534.553
Lansing-Westgate,Auto Theft,2014,16086,17,105.682
Lansing-Westgate,Auto Theft,2015,16376,22,134.3429
Lansing-Westgate,Auto Theft,2016,16722,26,155.4838
Lansing-Westgate,Auto Theft,2017,17054,26,152.4569
Lansing-Westgate,Auto Theft,2018,17429,16,91.80102
Lansing-Westgate,Auto Theft,2019,17785,30,168.6815
Lansing-Westgate,Auto Theft,2020,18146,44,242.4777
Lansing-Westgate,Burglary,2014,16086,34,211.3639
Lansing-Westgate,Burglary,2015,16376,27,164.8754
Lansing-Westgate,Burglary,2016,16722,41,245.186
Lansing-Westgate,Burglary,2017,17054,42,246.2765
Lansing-Westgate,Burglary,2018,17429,50,286.8782
Lansing-Westgate,Burglary,2019,17785,39,219.2859
Lansing-Westgate,Burglary,2020,18146,39,214.9234
Lansing-Westgate,Homicide,2014,16086,0,0.0
Lansing-Westgate,Homicide,2015,16376,0,0.0
Lansing-Westgate,Homicide,2016,16722,0,0.0
Lansing-Westgate,Homicide,2017,17054,0,0.0
Lansing-Westgate,Homicide,2018,17429,10,0.0
Lansing-Westgate,Homicide,2019,17785,0,0.0
Lansing-Westgate,Homicide,2020,18146,0,0.0
Lansing-Westgate,Robbery,2014,16086,12,74.59903
Lansing-Westgate,Robbery,2016,16722,6,35.88087
Lansing-Westgate,Robbery,2017,17054,14,82.09218
Lansing-Westgate,Robbery,2018,17429,32,183.602
Lansing-Westgate,Robbery,2019,17785,12,67.47259
Lansing-Westgate,Robbery,2020,18146,11,60.61942
Lansing-Westgate,Shootings,2014,16086,0,0.0
Lansing-Westgate,Shootings,2015,16376,0,0.0
Lansing-Westgate,Shootings,2016,16722,1,5.9801459999999995
Lansing-Westgate,Shootings,2017,17054,0,0.0
Lansing-Westgate,Shootings,2018,17429,1,5.737564
Lansing-Westgate,Shootings,2019,17785,2,11.24543
Lansing-Westgate,Shootings,2020,18146,1,5.5108559999999995
Lansing-Westgate,Theft Over,2014,16086,4,24.86634
Lansing-Westgate,Theft Over,2015,16376,5,30.532490000000003
Lansing-Westgate,Theft Over,2016,16722,5,29.90073
Lansing-Westgate,Theft Over,2017,17054,11,64.501
Lansing-Westgate,Theft Over,2018,17429,6,34.42538
Lansing-Westgate,Theft Over,2019,17785,10,56.22716
Lansing-Westgate,Theft Over,2020,18146,9,49.59771
Lawrence Park North,Assault,2014,14990,26,173.449
Lawrence Park North,Assault,2015,14984,26,173.5184
Lawrence Park North,Assault,2016,15013,22,146.5397
Lawrence Park North,Assault,2017,15194,34,223.7725
Lawrence Park North,Assault,2018,15391,21,136.4434
Lawrence Park North,Assault,2019,15575,38,243.9807
Lawrence Park North,Assault,2020,15751,43,272.9985
Lawrence Park North,Auto Theft,2014,14990,23,153.4356
Lawrence Park North,Auto Theft,2015,14984,22,146.8233
Lawrence Park North,Auto Theft,2016,15013,13,86.59161999999999
Lawrence Park North,Auto Theft,2017,15194,27,177.7017
Lawrence Park North,Auto Theft,2018,15391,39,253.3948
Lawrence Park North,Auto Theft,2019,15575,18,115.5698
Lawrence Park North,Auto Theft,2020,15751,23,146.0225
Lawrence Park North,Burglary,2014,14990,35,233.489
Lawrence Park North,Burglary,2015,14984,35,233.5825
Lawrence Park North,Burglary,2016,15013,27,179.8441
Lawrence Park North,Burglary,2017,15194,29,190.8648
Lawrence Park North,Burglary,2018,15391,13,84.46495
Lawrence Park North,Burglary,2019,15575,23,147.6725
Lawrence Park North,Burglary,2020,15751,19,120.6273
Lawrence Park North,Homicide,2014,14990,1,6.6711140760507
Lawrence Park North,Homicide,2015,14984,0,0.0
Lawrence Park North,Homicide,2016,15013,0,0.0
Lawrence Park North,Homicide,2017,15194,0,0.0
Lawrence Park North,Homicide,2018,15391,0,0.0
Lawrence Park North,Homicide,2019,15575,0,0.0
Lawrence Park North,Homicide,2020,15751,0,0.0
Lawrence Park North,Robbery,2014,14990,0,0.0
Lawrence Park North,Robbery,2016,15013,4,26.64358
Lawrence Park North,Robbery,2017,15194,6,39.48927
Lawrence Park North,Robbery,2018,15391,2,12.99461
Lawrence Park North,Robbery,2019,15575,7,44.94382
Lawrence Park North,Robbery,2020,15751,12,76.18564
Lawrence Park North,Shootings,2014,14990,1,6.671114
Lawrence Park North,Shootings,2015,14984,0,0.0
Lawrence Park North,Shootings,2016,15013,0,0.0
Lawrence Park North,Shootings,2017,15194,0,0.0
Lawrence Park North,Shootings,2018,15391,0,0.0
Lawrence Park North,Shootings,2019,15575,0,0.0
Lawrence Park North,Shootings,2020,15751,0,0.0
Lawrence Park North,Theft Over,2014,14990,4,26.68446
Lawrence Park North,Theft Over,2015,14984,5,33.36893
Lawrence Park North,Theft Over,2016,15013,3,19.98268
Lawrence Park North,Theft Over,2017,15194,6,39.48927
Lawrence Park North,Theft Over,2018,15391,4,25.98921
Lawrence Park North,Theft Over,2019,15575,4,25.68218
Lawrence Park North,Theft Over,2020,15751,1,6.348803
Lawrence Park South,Assault,2014,15576,14,89.88186999999999
Lawrence Park South,Assault,2015,15580,28,179.7176
Lawrence Park South,Assault,2016,15605,19,121.7558
Lawrence Park South,Assault,2017,15848,22,138.8188
Lawrence Park South,Assault,2018,16095,14,86.98354
Lawrence Park South,Assault,2019,16343,26,159.0895
Lawrence Park South,Assault,2020,16585,28,168.8273
Lawrence Park South,Auto Theft,2014,15576,15,96.302
Lawrence Park South,Auto Theft,2015,15580,27,173.2991
Lawrence Park South,Auto Theft,2016,15605,20,128.164
Lawrence Park South,Auto Theft,2017,15848,16,100.9591
Lawrence Park South,Auto Theft,2018,16095,31,192.6064
Lawrence Park South,Auto Theft,2019,16343,27,165.2083
Lawrence Park South,Auto Theft,2020,16585,30,180.8863
Lawrence Park South,Burglary,2014,15576,68,436.5691
Lawrence Park South,Burglary,2015,15580,47,301.6688
Lawrence Park South,Burglary,2016,15605,44,281.9609
Lawrence Park South,Burglary,2017,15848,47,296.5674
Lawrence Park South,Burglary,2018,16095,36,223.672
Lawrence Park South,Burglary,2019,16343,57,348.7732
Lawrence Park South,Burglary,2020,16585,58,349.7136
Lawrence Park South,Homicide,2014,15576,0,0.0
Lawrence Park South,Homicide,2015,15580,0,0.0
Lawrence Park South,Homicide,2016,15605,0,0.0
Lawrence Park South,Homicide,2017,15848,0,0.0
Lawrence Park South,Homicide,2018,16095,0,0.0
Lawrence Park South,Homicide,2019,16343,0,0.0
Lawrence Park South,Homicide,2020,16585,0,0.0
Lawrence Park South,Robbery,2014,15576,3,19.2604
Lawrence Park South,Robbery,2016,15605,2,12.81641
Lawrence Park South,Robbery,2017,15848,5,31.54972
Lawrence Park South,Robbery,2018,16095,5,31.06555
Lawrence Park South,Robbery,2019,16343,15,91.78242
Lawrence Park South,Robbery,2020,16585,12,72.35454
Lawrence Park South,Shootings,2014,15576,0,0.0
Lawrence Park South,Shootings,2015,15580,0,0.0
Lawrence Park South,Shootings,2016,15605,0,0.0
Lawrence Park South,Shootings,2017,15848,0,0.0
Lawrence Park South,Shootings,2018,16095,0,0.0
Lawrence Park South,Shootings,2019,16343,0,0.0
Lawrence Park South,Shootings,2020,16585,0,0.0
Lawrence Park South,Theft Over,2014,15576,5,32.10067
Lawrence Park South,Theft Over,2015,15580,3,19.25546
Lawrence Park South,Theft Over,2016,15605,1,6.408203
Lawrence Park South,Theft Over,2017,15848,2,12.61989
Lawrence Park South,Theft Over,2018,16095,2,12.42622
Lawrence Park South,Theft Over,2019,16343,8,48.95062
Lawrence Park South,Theft Over,2020,16585,12,72.35454
Leaside-Bennington,Assault,2014,17349,41,236.3249
Leaside-Bennington,Assault,2015,17286,30,173.5509
Leaside-Bennington,Assault,2016,17265,38,220.0985
Leaside-Bennington,Assault,2017,17602,38,215.8846
Leaside-Bennington,Assault,2018,17948,36,200.5795
Leaside-Bennington,Assault,2019,18290,32,174.959
Leaside-Bennington,Assault,2020,18627,29,155.688
Leaside-Bennington,Auto Theft,2014,17349,10,57.64021
Leaside-Bennington,Auto Theft,2015,17286,14,80.99039
Leaside-Bennington,Auto Theft,2016,17265,4,23.16826
Leaside-Bennington,Auto Theft,2017,17602,4,22.72469
Leaside-Bennington,Auto Theft,2018,17948,41,228.4377
Leaside-Bennington,Auto Theft,2019,18290,31,169.4915
Leaside-Bennington,Auto Theft,2020,18627,42,225.4791
Leaside-Bennington,Burglary,2014,17349,39,224.7968
Leaside-Bennington,Burglary,2015,17286,30,173.5509
Leaside-Bennington,Burglary,2016,17265,33,191.1381
Leaside-Bennington,Burglary,2017,17602,28,159.0728
Leaside-Bennington,Burglary,2018,17948,34,189.4361
Leaside-Bennington,Burglary,2019,18290,45,246.0361
Leaside-Bennington,Burglary,2020,18627,39,209.3735
Leaside-Bennington,Homicide,2014,17349,0,0.0
Leaside-Bennington,Homicide,2015,17286,0,0.0
Leaside-Bennington,Homicide,2016,17265,0,0.0
Leaside-Bennington,Homicide,2017,17602,0,0.0
Leaside-Bennington,Homicide,2018,17948,0,0.0
Leaside-Bennington,Homicide,2019,18290,0,0.0
Leaside-Bennington,Homicide,2020,18627,0,0.0
Leaside-Bennington,Robbery,2014,17349,6,34.58413
Leaside-Bennington,Robbery,2016,17265,9,52.12858
Leaside-Bennington,Robbery,2017,17602,12,68.17407
Leaside-Bennington,Robbery,2018,17948,8,44.57321
Leaside-Bennington,Robbery,2019,18290,2,10.93494
Leaside-Bennington,Robbery,2020,18627,7,37.57986
Leaside-Bennington,Shootings,2014,17349,0,0.0
Leaside-Bennington,Shootings,2015,17286,0,0.0
Leaside-Bennington,Shootings,2016,17265,0,0.0
Leaside-Bennington,Shootings,2017,17602,0,0.0
Leaside-Bennington,Shootings,2018,17948,0,0.0
Leaside-Bennington,Shootings,2019,18290,0,0.0
Leaside-Bennington,Shootings,2020,18627,0,0.0
Leaside-Bennington,Theft Over,2014,17349,9,51.87619
Leaside-Bennington,Theft Over,2015,17286,5,28.925140000000003
Leaside-Bennington,Theft Over,2016,17265,3,17.37619
Leaside-Bennington,Theft Over,2017,17602,4,22.72469
Leaside-Bennington,Theft Over,2018,17948,3,16.71495
Leaside-Bennington,Theft Over,2019,18290,7,38.27228
Leaside-Bennington,Theft Over,2020,18627,7,37.57986
Little Portugal,Assault,2014,14822,78,526.2448
Little Portugal,Assault,2015,15532,80,515.0657
Little Portugal,Assault,2016,16269,110,676.1325
Little Portugal,Assault,2017,16624,88,529.3552
Little Portugal,Assault,2018,17003,84,494.0305
Little Portugal,Assault,2019,17381,84,483.2863
Little Portugal,Assault,2020,17741,80,450.9329
Little Portugal,Auto Theft,2014,14822,12,80.96073
Little Portugal,Auto Theft,2015,15532,11,70.82153000000001
Little Portugal,Auto Theft,2016,16269,12,73.75990999999999
Little Portugal,Auto Theft,2017,16624,16,96.24639
Little Portugal,Auto Theft,2018,17003,12,70.57578000000001
Little Portugal,Auto Theft,2019,17381,11,63.2875
Little Portugal,Auto Theft,2020,17741,27,152.1898
Little Portugal,Burglary,2014,14822,41,276.6158
Little Portugal,Burglary,2015,15532,39,251.0945
Little Portugal,Burglary,2016,16269,40,245.8664
Little Portugal,Burglary,2017,16624,40,240.616
Little Portugal,Burglary,2018,17003,56,329.3536
Little Portugal,Burglary,2019,17381,58,333.6977
Little Portugal,Burglary,2020,17741,54,304.3797
Little Portugal,Homicide,2014,14822,1,6.74672783699906
Little Portugal,Homicide,2015,15532,2,12.87664
Little Portugal,Homicide,2016,16269,2,12.29332
Little Portugal,Homicide,2017,16624,0,0.0
Little Portugal,Homicide,2018,17003,1,0.0
Little Portugal,Homicide,2019,17381,0,0.0
Little Portugal,Homicide,2020,17741,0,0.0
Little Portugal,Robbery,2014,14822,9,60.72055
Little Portugal,Robbery,2016,16269,9,55.31993000000001
Little Portugal,Robbery,2017,16624,13,78.2002
Little Portugal,Robbery,2018,17003,12,70.57578000000001
Little Portugal,Robbery,2019,17381,9,51.78068
Little Portugal,Robbery,2020,17741,9,50.72995
Little Portugal,Shootings,2014,14822,0,0.0
Little Portugal,Shootings,2015,15532,1,6.438321
Little Portugal,Shootings,2016,16269,0,0.0
Little Portugal,Shootings,2017,16624,0,0.0
Little Portugal,Shootings,2018,17003,1,5.881315
Little Portugal,Shootings,2019,17381,2,11.50682
Little Portugal,Shootings,2020,17741,0,0.0
Little Portugal,Theft Over,2014,14822,5,33.73364
Little Portugal,Theft Over,2015,15532,1,6.438321
Little Portugal,Theft Over,2016,16269,4,24.58664
Little Portugal,Theft Over,2017,16624,2,12.0308
Little Portugal,Theft Over,2018,17003,11,64.69447
Little Portugal,Theft Over,2019,17381,9,51.78068
Little Portugal,Theft Over,2020,17741,6,33.81997
Long Branch,Assault,2014,10241,63,615.1743
Long Branch,Assault,2015,10319,67,649.2877
Long Branch,Assault,2016,10421,60,575.7605
Long Branch,Assault,2017,10696,66,617.0531
Long Branch,Assault,2018,10988,57,518.7477
Long Branch,Assault,2019,11278,61,540.876
Long Branch,Assault,2020,11564,67,579.3843
Long Branch,Auto Theft,2014,10241,9,87.88204
Long Branch,Auto Theft,2015,10319,15,145.3629
Long Branch,Auto Theft,2016,10421,13,124.7481
Long Branch,Auto Theft,2017,10696,13,121.5408
Long Branch,Auto Theft,2018,10988,11,100.1092
Long Branch,Auto Theft,2019,11278,11,97.53503
Long Branch,Auto Theft,2020,11564,23,198.8931
Long Branch,Burglary,2014,10241,24,234.3521
Long Branch,Burglary,2015,10319,33,319.7984
Long Branch,Burglary,2016,10421,28,268.6882
Long Branch,Burglary,2017,10696,27,252.4308
Long Branch,Burglary,2018,10988,39,354.9326
Long Branch,Burglary,2019,11278,29,257.1378
Long Branch,Burglary,2020,11564,34,294.0159
Long Branch,Homicide,2014,10241,0,0.0
Long Branch,Homicide,2015,10319,0,0.0
Long Branch,Homicide,2016,10421,0,0.0
Long Branch,Homicide,2017,10696,0,0.0
Long Branch,Homicide,2018,10988,0,0.0
Long Branch,Homicide,2019,11278,0,0.0
Long Branch,Homicide,2020,11564,0,0.0
Long Branch,Robbery,2014,10241,14,136.7054
Long Branch,Robbery,2016,10421,7,67.17206
Long Branch,Robbery,2017,10696,13,121.5408
Long Branch,Robbery,2018,10988,10,91.00837
Long Branch,Robbery,2019,11278,30,266.0046
Long Branch,Robbery,2020,11564,16,138.3604
Long Branch,Shootings,2014,10241,0,0.0
Long Branch,Shootings,2015,10319,0,0.0
Long Branch,Shootings,2016,10421,0,0.0
Long Branch,Shootings,2017,10696,3,28.04787
Long Branch,Shootings,2018,10988,0,0.0
Long Branch,Shootings,2019,11278,0,0.0
Long Branch,Shootings,2020,11564,0,0.0
Long Branch,Theft Over,2014,10241,2,19.52934
Long Branch,Theft Over,2015,10319,4,38.76345
Long Branch,Theft Over,2016,10421,0,0.0
Long Branch,Theft Over,2017,10696,3,28.04787
Long Branch,Theft Over,2018,10988,3,27.30251
Long Branch,Theft Over,2019,11278,2,17.73364
Long Branch,Theft Over,2020,11564,4,34.590109999999996
Malvern,Assault,2014,45752,219,478.6676
Malvern,Assault,2015,45410,286,629.8172
Malvern,Assault,2016,45181,279,617.5162
Malvern,Assault,2017,45742,277,605.5704
Malvern,Assault,2018,92754,271,584.3414
Malvern,Assault,2019,46969,333,708.9783
Malvern,Assault,2020,47548,231,485.8249
Malvern,Auto Theft,2014,45752,24,52.45672
Malvern,Auto Theft,2015,45410,30,66.06474
Malvern,Auto Theft,2016,45181,35,77.46619
Malvern,Auto Theft,2017,45742,55,120.2396
Malvern,Auto Theft,2018,92754,61,131.5307
Malvern,Auto Theft,2019,46969,76,161.8089
Malvern,Auto Theft,2020,47548,63,132.4977
Malvern,Burglary,2014,45752,63,137.6989
Malvern,Burglary,2015,45410,43,94.6928
Malvern,Burglary,2016,45181,65,143.8658
Malvern,Burglary,2017,45742,34,74.32994000000001
Malvern,Burglary,2018,92754,64,137.9994
Malvern,Burglary,2019,46969,44,93.67881
Malvern,Burglary,2020,47548,25,52.57845
Malvern,Homicide,2014,45752,0,0.0
Malvern,Homicide,2015,45410,0,0.0
Malvern,Homicide,2016,45181,4,8.853278999999999
Malvern,Homicide,2017,45742,2,4.372349
Malvern,Homicide,2018,92754,2,2.156241
Malvern,Homicide,2019,46969,1,2.129064
Malvern,Homicide,2020,47548,1,2.103138
Malvern,Robbery,2014,45752,40,87.42787
Malvern,Robbery,2016,45181,64,141.6525
Malvern,Robbery,2017,45742,63,137.72899999999998
Malvern,Robbery,2018,92754,51,109.9683
Malvern,Robbery,2019,46969,43,91.54974
Malvern,Robbery,2020,47548,24,50.47531
Malvern,Shootings,2014,45752,4,8.742787
Malvern,Shootings,2015,45410,9,19.81942
Malvern,Shootings,2016,45181,10,22.1332
Malvern,Shootings,2017,45742,10,21.86175
Malvern,Shootings,2018,92754,11,23.71865
Malvern,Shootings,2019,46969,13,27.67783
Malvern,Shootings,2020,47548,15,31.54707
Malvern,Theft Over,2014,45752,10,21.85697
Malvern,Theft Over,2015,45410,4,8.808633
Malvern,Theft Over,2016,45181,8,17.70656
Malvern,Theft Over,2017,45742,7,15.30322
Malvern,Theft Over,2018,92754,16,34.49986
Malvern,Theft Over,2019,46969,9,19.161579999999997
Malvern,Theft Over,2020,47548,6,12.61883
Maple Leaf,Assault,2014,10451,23,220.0746
Maple Leaf,Assault,2015,10411,31,297.762
Maple Leaf,Assault,2016,10413,44,422.5487
Maple Leaf,Assault,2017,10545,20,189.6633
Maple Leaf,Assault,2018,10688,32,299.4012
Maple Leaf,Assault,2019,10811,28,258.9955
Maple Leaf,Assault,2020,10947,30,274.0477
Maple Leaf,Auto Theft,2014,10451,7,66.97923
Maple Leaf,Auto Theft,2015,10411,17,163.2888
Maple Leaf,Auto Theft,2016,10413,15,144.0507
Maple Leaf,Auto Theft,2017,10545,8,75.86534
Maple Leaf,Auto Theft,2018,10688,13,121.6317
Maple Leaf,Auto Theft,2019,10811,25,231.246
Maple Leaf,Auto Theft,2020,10947,17,155.2937
Maple Leaf,Burglary,2014,10451,14,133.9585
Maple Leaf,Burglary,2015,10411,13,124.8679
Maple Leaf,Burglary,2016,10413,18,172.8608
Maple Leaf,Burglary,2017,10545,10,94.83167
Maple Leaf,Burglary,2018,10688,7,65.49401
Maple Leaf,Burglary,2019,10811,15,138.7476
Maple Leaf,Burglary,2020,10947,11,100.4842
Maple Leaf,Homicide,2014,10451,0,0.0
Maple Leaf,Homicide,2015,10411,0,0.0
Maple Leaf,Homicide,2016,10413,0,0.0
Maple Leaf,Homicide,2017,10545,0,0.0
Maple Leaf,Homicide,2018,10688,0,0.0
Maple Leaf,Homicide,2019,10811,0,0.0
Maple Leaf,Homicide,2020,10947,0,0.0
Maple Leaf,Robbery,2014,10451,9,86.11616
Maple Leaf,Robbery,2016,10413,8,76.82704
Maple Leaf,Robbery,2017,10545,2,18.96634
Maple Leaf,Robbery,2018,10688,6,56.137730000000005
Maple Leaf,Robbery,2019,10811,4,36.99935
Maple Leaf,Robbery,2020,10947,2,18.26985
Maple Leaf,Shootings,2014,10451,0,0.0
Maple Leaf,Shootings,2015,10411,2,19.21045
Maple Leaf,Shootings,2016,10413,0,0.0
Maple Leaf,Shootings,2017,10545,1,9.483168
Maple Leaf,Shootings,2018,10688,2,18.71257
Maple Leaf,Shootings,2019,10811,0,0.0
Maple Leaf,Shootings,2020,10947,1,9.134923
Maple Leaf,Theft Over,2014,10451,0,0.0
Maple Leaf,Theft Over,2015,10411,4,38.4209
Maple Leaf,Theft Over,2016,10413,0,0.0
Maple Leaf,Theft Over,2017,10545,2,18.96634
Maple Leaf,Theft Over,2018,10688,4,37.42515
Maple Leaf,Theft Over,2019,10811,3,27.749509999999997
Maple Leaf,Theft Over,2020,10947,2,18.26985
Markland Wood,Assault,2014,10770,23,213.5562
Markland Wood,Assault,2015,10772,13,120.6833
Markland Wood,Assault,2016,10815,25,231.1604
Markland Wood,Assault,2017,10895,23,211.106
Markland Wood,Assault,2018,10987,23,209.3383
Markland Wood,Assault,2019,11061,16,144.6524
Markland Wood,Assault,2020,11146,42,376.8168
Markland Wood,Auto Theft,2014,10770,8,74.28041
Markland Wood,Auto Theft,2015,10772,15,139.2499
Markland Wood,Auto Theft,2016,10815,13,120.2034
Markland Wood,Auto Theft,2017,10895,9,82.6067
Markland Wood,Auto Theft,2018,10987,19,172.9316
Markland Wood,Auto Theft,2019,11061,9,81.36697
Markland Wood,Auto Theft,2020,11146,28,251.2112
Markland Wood,Burglary,2014,10770,52,482.8227
Markland Wood,Burglary,2015,10772,19,176.3832
Markland Wood,Burglary,2016,10815,19,175.6819
Markland Wood,Burglary,2017,10895,13,119.3208
Markland Wood,Burglary,2018,10987,25,227.5416
Markland Wood,Burglary,2019,11061,25,226.0193
Markland Wood,Burglary,2020,11146,12,107.6619
Markland Wood,Homicide,2014,10770,0,0.0
Markland Wood,Homicide,2015,10772,0,0.0
Markland Wood,Homicide,2016,10815,0,0.0
Markland Wood,Homicide,2017,10895,0,0.0
Markland Wood,Homicide,2018,10987,0,0.0
Markland Wood,Homicide,2019,11061,0,0.0
Markland Wood,Homicide,2020,11146,0,0.0
Markland Wood,Robbery,2014,10770,9,83.56546
Markland Wood,Robbery,2016,10815,10,92.46417
Markland Wood,Robbery,2017,10895,9,82.6067
Markland Wood,Robbery,2018,10987,4,36.406659999999995
Markland Wood,Robbery,2019,11061,13,117.5301
Markland Wood,Robbery,2020,11146,16,143.5493
Markland Wood,Shootings,2014,10770,0,0.0
Markland Wood,Shootings,2015,10772,0,0.0
Markland Wood,Shootings,2016,10815,0,0.0
Markland Wood,Shootings,2017,10895,0,0.0
Markland Wood,Shootings,2018,10987,1,9.101665
Markland Wood,Shootings,2019,11061,2,18.08155
Markland Wood,Shootings,2020,11146,0,0.0
Markland Wood,Theft Over,2014,10770,3,27.85515
Markland Wood,Theft Over,2015,10772,2,18.56665
Markland Wood,Theft Over,2016,10815,2,18.49283
Markland Wood,Theft Over,2017,10895,1,9.178522
Markland Wood,Theft Over,2018,10987,2,18.20333
Markland Wood,Theft Over,2019,11061,3,27.12232
Markland Wood,Theft Over,2020,11146,7,62.8028
Milliken,Assault,2014,27671,72,260.2002
Milliken,Assault,2015,27503,95,345.4169
Milliken,Assault,2016,27384,91,332.3109
Milliken,Assault,2017,27816,83,298.3894
Milliken,Assault,2018,28268,74,261.7801
Milliken,Assault,2019,28742,101,351.4021
Milliken,Assault,2020,29166,86,294.8639
Milliken,Auto Theft,2014,27671,38,137.3279
Milliken,Auto Theft,2015,27503,43,156.3466
Milliken,Auto Theft,2016,27384,35,127.8119
Milliken,Auto Theft,2017,27816,62,222.8933
Milliken,Auto Theft,2018,28268,90,318.3812
Milliken,Auto Theft,2019,28742,86,299.2137
Milliken,Auto Theft,2020,29166,70,240.0055
Milliken,Burglary,2014,27671,103,372.2309
Milliken,Burglary,2015,27503,117,425.4081
Milliken,Burglary,2016,27384,67,244.6684
Milliken,Burglary,2017,27816,113,406.241
Milliken,Burglary,2018,28268,120,424.5083
Milliken,Burglary,2019,28742,132,459.2582
Milliken,Burglary,2020,29166,60,205.719
Milliken,Homicide,2014,27671,1,3.6138918000795095
Milliken,Homicide,2015,27503,0,0.0
Milliken,Homicide,2016,27384,0,0.0
Milliken,Homicide,2017,27816,0,0.0
Milliken,Homicide,2018,28268,0,3.5375690000000004
Milliken,Homicide,2019,28742,1,3.479229
Milliken,Homicide,2020,29166,0,0.0
Milliken,Robbery,2014,27671,42,151.7835
Milliken,Robbery,2016,27384,42,153.3742
Milliken,Robbery,2017,27816,31,111.4466
Milliken,Robbery,2018,28268,20,70.75138000000001
Milliken,Robbery,2019,28742,39,135.6899
Milliken,Robbery,2020,29166,34,116.5741
Milliken,Shootings,2014,27671,0,0.0
